OriginalTweet,Sentiment
"Through all the abuse/ridicule from status quo supporters, so-called ""liberals"", foreign media with their entitled mindsets, Imran Khan has remained steadfast in his message of anti corruption, of justice, of ending thana-kutchery culture, of human development.'",Positive
Yes mly has derailed democracy in Pak repeatedly but 2 democratic govts have completed their terms ,Positive
"Sunday Times shd atleast have chkd abt the ""sr judge"" they referred to coz they wld realise his support for terrorists and that his case is up before the supreme Judicial Council for corruption so he has used the religion card & now using ISI card to make his case controversial ",Positive
Look who is threatening whom Trump shd dig into US history - their bullying tactics have never worked - from Vietnam to the Iran hostage crisis An ignorant president leading a mly super power is a real threat to global peace ,Positive
"Another condemnable terror attack, this time against PTI candidate Ikram Khan Gandapur. Praying for his and the other injureds' recovery.""",Positive
Amazed how u r buying what Siddiqui is selling simply coz it may fit  ur narrative I expect u 2 b more questioning  recall his 4 Qadri? Fact is he is up before SJC on serious corruption charges,Positive
But then Hamid shd drug dealers be allowed to go free because they r contesting elections? This case was going on for 6 yrs Just asking. ,Positive
"Even more relevant is the fact that his case is before the SJC for corruption and he wants to make that controversial. he tried to use religious card first and now it's the ISI card. So shd we believe him bec it suits one's perspective, or look at the credibility of the man first ",Positive
Come on Mariana u know u actually do want IK and PTI to win and form the govt bcoz u know how badly the others have failed over & over again U also know abt their I'll gotten wealth stashed abroad So admit to ur wanting PTI's success U know we will bring the change needed ,Positive
As I had tweeted earlier can convicted criminals be moved from prison to rest houses? Would that not imply altering their status from convicted criminal to political prisoner? Bad precedent for the country surely? ,Positive
And of course we would need US analysts to tell us the Ground Truth Wish u had done a Ground Truth Briefing on Trump's elections for us Now that may have had some worth ,Positive
U really distort facts to tailor them to what suits u I dislike the man but he condemned Taliban a few yrs ago Perhaps u shd focus on the gun-toting extremist gps who support your hate-filled presidents like Trump But oops No US think tank money in that So bash away at us ,Positive
"Unacceptable Hameed Haroon ranting against PTI & belittling IK's over-2 decade struggle of building PTI as a force that has successfully challenged the 2 main dynastic status quo parties. It is insulting for all who have been part of this struggle to hear HH's untenable claims""",Positive
"Amid all the conflicts in our region and the acts of terrorism, a ray of hope has come from East Africa with the signing of the Jt Declaration of Peace & Friendship between Eritrea & Ethiopia on 9 July. This ends decades of a violent conflict. Pak shd welcome this but govt silent'",Positive
ah the irony of it all What goes around comes around Our workers picked up by police for peaceful protest terrorism charges against us incl myself during dharna model town killings ordered by Punjab govt - the list is unending When u don't abide by law & democratic norms... ,Positive
"Ironic indeed. All the tactics used by PMLN including using Punjab police violently against pol opponents & peaceful protestors have come to haunt them Cases of terrorism were falsely registered ag us during our peaceful dharna our workers were picked up, beaten & locked up'",Positive
NAP was never implemented beyond the mly action One critical neglect was no movement at all to reform criminal judicial system despite constant raising of it in NA ,Positive
"Another suicide attack against a political gathering - this time in Mastung. Again innocents' death toll rising. Siraj Raisani critical acc to news. Those terrorists seeking to disrupt 25 July elections becoming increasingly active and violent.""",Positive
"Condemnable terror attack on JUI ldr Durrani's convoy in Bannu. Glad to hear Durrani is safe but sad how our innocent ppl continue to become victims of terrorism. Forces trying to sabotage 2018 elections must not be allowed to succeed.""",Positive
There is no ban in putting posters anywhere or banners of approved sizes and during elections locals will operate for their parties from their homes as they have to visit locals door to door So u will get a PTI team knocking on ur door too This is democracy ,Positive
Language suggested u were supporting NS's corruption simply to critique Pak mly Maybe I didn't understand American English. ,Positive
"Ah Mariana - so many stories to relate - but seriously while I disagreed with BB on so many issues, the courage of BB and her mother was amazing - & remember BB was a young girl when she stood ag dictator Zia U simply cannot equate Maryam defending family's corruption with BB ",Positive
"U really need to differentiate between strong and resolute women and those who abetted corruption of family and chose to defend it on all forums Or u do a gt injustice to the the truly strong women of Pak like Fatima Jinnah, Nusrat Bhutto, BB, Asma Jehangir and many others In fact this shd be the start of accountability for all across the board. We shd welcome this as a first step in dealing effectively with the corruption of the powerful even if it took the Panama Papers to begin the process. ",Positive
"But do u deny the Sharifs corruption, money laundering, concealment of assets etc and the farce of the Qatari letter as only ""evidence"" produced by them in their defence? Yes other NAB cases shd also be dealt with fast but that does not mean Sharifs shd get away coz others have ",Positive
"Please don't do injustice to Begum Bhutto & BB. They went to jail against a mly dictator's political fascism & for fighting mly dictator with courage Sharifs have been found guilty of monetary mega corruption, money laundering, concealment of assets etc. ",Positive
"Congratulations to Khan. Had IK not doggedly pursued anti-corruption agenda since PTI's inception and Panama case in SC, accountability of corrupt ldrs would have been ignored as usual Let this be a start of accountability of the powerful across the board. ",Positive
We do research in our own think tanks without foreign funding BUT access to data is given far more freely by the State and govts to foreign researcheRs and foreign-donor funded projects Colonial mindset remains embedded ,Positive
Incidentally do Pak govts realise that German Stiftungs actually represent German political parties so their operations/agendas here are a direct intrusion of German pol parties in our affairs Need more transparency here ,Positive
VIP protocol remains a menace and must end. Jibran Nasir latest victim. Someone must answer for the violence used against Jibran Nasir and for his arrest when it is the VIP protocol walaas who shd be arrested forthwith.',Positive
"@m_imranwasim @Xadeejournalist In their hatred for IK - coz he doesn't fit their artificially constructed frameworks - ""liberals"" become ""Wahabi"" in an instant - from ""live and let live"" to sanctimonious fatwas'",Positive
But neither PMLN govt pushed this pt internationally nor int community bothered abt Indian state terrorism etc. ,Positive
That was caretaker govt or r u saying GHQ is now caretaker govt? And I am PTI and have given ample comments on ASWJ but why change the topic abt Baba Saien and BB - don't want to do similar crtiqiue to ur attack on IK? Tch Tch such a bias ,Positive
Caretaker govt is only supposed to carry out day to day governance. How does removing ASWJ from the proscribed list become part of this function? What led them to take this dangerous action against a militant sectarian group? And timed to coincide with FATF mtg Absurd',Positive
"Ransacking of Marvi Sirmed's home and  laptops being taken is absolutely condemnable. Is this the new norm here now? Shameful. @marvisirmed""",Positive
One of the many achievements of PTI in KP - people-based development.   ,Positive
Sad reflection of our priorities Even on crucial int developments impacting us how many progs? On FATF? NSG? Etc. ,Positive
"And yet the world allows Israeli state terrorism to continue unabated. Shame on the ""Ummah"" and it's ldrs for keeping silent ",Positive
"He is also the man who referred to AJK  as POK to satisfy BBC One has every right to & shd criticise all sate institutions/govt policies and authoritarian measures but u don't ""challenge"" any state institution Now that Dawn owner's family mbr is def/foreign min he shd explain ",Positive
"Sad reflection of Pak govt's insensitivity to its ppl suffering in prisons abroad. Pak citizen Zulfikar Ali died in prison in Indonesia. Was declared innocent for 8 yrs and had always maintained his innocence. We failed him despite efforts of Justice Project Pakistan.""",Positive
Shameful how our govt can't even rescue one dying citizen from Indonesia ,Positive
"KP Assembly also passes the FATA merger bill. All it needs now is President's signature to become law.  End of all vestiges of territorial colonialism from Pakistan. Within one year of GE 2018 elections will be held to KP Assembly from what was FATA. Hope 2 c young ppl contesting""",Positive
